pheno_name,code_clean,vocab,description,info
Depression,Eu323,Read2,[X]Severe depressive episode with psychotic symptoms                                                                                                                                                                                                           ,PH964_2142
Depression,E1137,Read2,Recurrent depression                                                                                                                                                                                                                                           ,PH964_2142
Depression,E112.,Read2,Single major depressive episode                                                                                                                                                                                                                                ,PH964_2142
Depression,Eu320,Read2,[X]Mild depressive episode                                                                                                                                                                                                                                     ,PH964_2142
Depression,Eu330,Read2,"[X]Recurrent depressive disorder, current episode mild                                                                                                                                                                                                         ",PH964_2142
Depression,Eu32.,Read2,[X]Depressive episode                                                                                                                                                                                                                                          ,PH964_2142
Depression,E1133,Read2,"Recurrent major depressive episodes, severe, no psychosis                                                                                                                                                                                                      ",PH964_2142
Depression,E0021,Read2,Senile dementia with depression                                                                                                                                                                                                                                ,PH964_2142
Depression,Eu332,Read2,[X]Recurr depress disorder cur epi severe without psyc sympt                                                                                                                                                                                                   ,PH964_2142
Depression,E1131,Read2,"Recurrent major depressive episodes, mild                                                                                                                                                                                                                      ",PH964_2142
Depression,9k4..,Read2,Depression - enhanced services administration                                                                                                                                                                                                                  ,PH964_2142
Depression,212S.,Read2,Depression resolved                                                                                                                                                                                                                                            ,PH964_2142
Depression,Eu334,Read2,"[X]Recurrent depressive disorder, currently in remission                                                                                                                                                                                                       ",PH964_2142
Depression,E118.,Read2,Seasonal affective disorder                                                                                                                                                                                                                                    ,PH964_2142
Depression,E1136,Read2,"Recurrent major depressive episodes, in full remission                                                                                                                                                                                                         ",PH964_2142
Depression,E113.,Read2,Recurrent major depressive episode                                                                                                                                                                                                                             ,PH964_2142
Depression,E1132,Read2,"Recurrent major depressive episodes, moderate                                                                                                                                                                                                                  ",PH964_2142
Depression,E1130,Read2,"Recurrent major depressive episodes, unspecified                                                                                                                                                                                                               ",PH964_2142
Depression,Eu33.,Read2,[X]Recurrent depressive disorder                                                                                                                                                                                                                               ,PH964_2142
Depression,E1123,Read2,"Single major depressive episode, severe, without psychosis                                                                                                                                                                                                     ",PH964_2142
Depression,8CAa.,Read2,Patient given advice about management of depression                                                                                                                                                                                                            ,PH964_2142
Depression,9Ov3.,Read2,Depression monitoring verbal invite                                                                                                                                                                                                                            ,PH964_2142
Depression,E1120,Read2,"Single major depressive episode, unspecified                                                                                                                                                                                                                   ",PH964_2142
Depression,E135.,Read2,Agitated depression                                                                                                                                                                                                                                            ,PH964_2142
Depression,Eu327,Read2,"[X]Major depression, severe without psychotic symptoms                                                                                                                                                                                                         ",PH964_2142
Depression,9H90.,Read2,Depression annual review                                                                                                                                                                                                                                       ,PH964_2142
Depression,8BK0.,Read2,Depression management programme                                                                                                                                                                                                                                ,PH964_2142
Depression,E1125,Read2,"Single major depressive episode, partial or unspec remission                                                                                                                                                                                                   ",PH964_2142
Depression,XaK6e,Read3,Depression medication review                                                                                                                                                                                                                                   ,PH964_2142
Depression,XE2un,Read3,"[X]Schizoaffective disorder, depressive type                                                                                                                                                                                                                   ",PH964_2142
Depression,XE2un,Read3,"[X]Schizoaffective disorder, depressive type                                                                                                                                                                                                                   ",PH964_2142
Depression,XE2un,Read3,"[X]Schizoaffective disorder, depressive type                                                                                                                                                                                                                   ",PH964_2142
Depression,XE2un,Read3,"[X]Schizoaffective disorder, depressive type                                                                                                                                                                                                                   ",PH964_2142
Depression,XE2un,Read3,"[X]Schizoaffective disorder, depressive type                                                                                                                                                                                                                   ",PH964_2142
Depression,XaKAK,Read3,Depression - enhanced service completed                                                                                                                                                                                                                        ,PH964_2142
Depression,XaKAK,Read3,Depression - enhanced service completed                                                                                                                                                                                                                        ,PH964_2142
Depression,XaMGN,Read3,Depression monitoring first letter                                                                                                                                                                                                                             ,PH964_2142
Depression,XaJWh,Read3,On depression register                                                                                                                                                                                                                                         ,PH964_2142
Depression,XE1Ze,Read3,[X]Recurrent depress disorder cur epi severe with psyc symp                                                                                                                                                                                                    ,PH964_2142
Depression,E1134,Read3,[X]Recurrent depress disorder cur epi severe with psyc symp                                                                                                                                                                                                    ,PH964_2142
Depression,E1134,Read3,[X]Recurrent depress disorder cur epi severe with psyc symp                                                                                                                                                                                                    ,PH964_2142
Depression,XE1Ze,Read3,[X]Recurrent depress disorder cur epi severe with psyc symp                                                                                                                                                                                                    ,PH964_2142
Depression,E1134,Read3,[X]Recurrent depress disorder cur epi severe with psyc symp                                                                                                                                                                                                    ,PH964_2142
Depression,E1134,Read3,[X]Recurrent depress disorder cur epi severe with psyc symp                                                                                                                                                                                                    ,PH964_2142
Depression,E1134,Read3,[X]Recurrent depress disorder cur epi severe with psyc symp                                                                                                                                                                                                    ,PH964_2142
Depression,XSGok,Read3,"[X]Major depression, mild                                                                                                                                                                                                                                      ",PH964_2142
Depression,XaX53,Read3,"[X]Single major depr ep, severe with psych, psych in remiss                                                                                                                                                                                                    ",PH964_2142
Depression,X00Sb,Read3,Anxiety with depression                                                                                                                                                                                                                                        ,PH964_2142
Depression,X00Sb,Read3,Anxiety with depression                                                                                                                                                                                                                                        ,PH964_2142
Depression,XSGon,Read3,"[X]Major depression, severe with psychotic symptoms                                                                                                                                                                                                            ",PH964_2142
Depression,XE1Za,Read3,[X]Other depressive episodes                                                                                                                                                                                                                                   ,PH964_2142
Depression,XE1Za,Read3,[X]Other depressive episodes                                                                                                                                                                                                                                   ,PH964_2142
Depression,X00SU,Read3,[X]Other depressive episodes                                                                                                                                                                                                                                   ,PH964_2142
Depression,XE1Zb,Read3,"[X]Depressive episode, unspecified                                                                                                                                                                                                                             ",PH964_2142
Depression,XE1YC,Read3,"[X]Depressive episode, unspecified                                                                                                                                                                                                                             ",PH964_2142
Depression,XaB9J,Read3,"[X]Depressive episode, unspecified                                                                                                                                                                                                                             ",PH964_2142
Depression,XE1Zb,Read3,"[X]Depressive episode, unspecified                                                                                                                                                                                                                             ",PH964_2142
Depression,XE1Zb,Read3,"[X]Depressive episode, unspecified                                                                                                                                                                                                                             ",PH964_2142
Depression,XE1Zb,Read3,"[X]Depressive episode, unspecified                                                                                                                                                                                                                             ",PH964_2142
Depression,XE1Zb,Read3,"[X]Depressive episode, unspecified                                                                                                                                                                                                                             ",PH964_2142
Depression,XE1Zb,Read3,"[X]Depressive episode, unspecified                                                                                                                                                                                                                             ",PH964_2142
Depression,XaMGP,Read3,Depression monitoring third letter                                                                                                                                                                                                                             ,PH964_2142
Depression,XaMGR,Read3,Depression monitoring telephone invite                                                                                                                                                                                                                         ,PH964_2142
Depression,XaMGO,Read3,Depression monitoring second letter                                                                                                                                                                                                                            ,PH964_2142
Depression,X00SU,Read3,Masked depression                                                                                                                                                                                                                                              ,PH964_2142
Depression,XE1Zf,Read3,"[X]Recurrent depressive disorder, unspecified                                                                                                                                                                                                                  ",PH964_2142
Depression,X00SO,Read3,"[X]Recurrent depressive disorder, unspecified                                                                                                                                                                                                                  ",PH964_2142
Depression,X00SO,Read3,"[X]Recurrent depressive disorder, unspecified                                                                                                                                                                                                                  ",PH964_2142
Depression,XaL0r,Read3,Referral for guided self-help for depression                                                                                                                                                                                                                   ,PH964_2142
Depression,E2112,Read3,[X]Dysthymia                                                                                                                                                                                                                                                   ,PH964_2142
Depression,E2112,Read3,[X]Dysthymia                                                                                                                                                                                                                                                   ,PH964_2142
Depression,E2112,Read3,[X]Dysthymia                                                                                                                                                                                                                                                   ,PH964_2142
Depression,E2112,Read3,[X]Dysthymia                                                                                                                                                                                                                                                   ,PH964_2142
Depression,E2112,Read3,[X]Dysthymia                                                                                                                                                                                                                                                   ,PH964_2142
Depression,E2112,Read3,[X]Dysthymia                                                                                                                                                                                                                                                   ,PH964_2142
Depression,E2112,Read3,[X]Dysthymia                                                                                                                                                                                                                                                   ,PH964_2142
Depression,XSGol,Read3,"[X]Major depression, moderately severe                                                                                                                                                                                                                         ",PH964_2142
Depression,XaX54,Read3,"[X]Recurr major depr ep, severe with psych, psych in remiss                                                                                                                                                                                                    ",PH964_2142
Depression,X00S8,Read3,[X]Post-schizophrenic depression                                                                                                                                                                                                                               ,PH964_2142
Depression,XaK6f,Read3,Depression interim review                                                                                                                                                                                                                                      ,PH964_2142
Depression,XaCIs,Read3,[X]Mild depression                                                                                                                                                                                                                                             ,PH964_2142
Depression,XE1ZY,Read3,[X]Severe depressive episode without psychotic symptoms                                                                                                                                                                                                        ,PH964_2142
Depression,XaCHr,Read3,[X]Severe depressive episode without psychotic symptoms                                                                                                                                                                                                        ,PH964_2142
Depression,XaCHs,Read3,[X]Severe depressive episode without psychotic symptoms                                                                                                                                                                                                        ,PH964_2142
Depression,XE1ZY,Read3,[X]Severe depressive episode without psychotic symptoms                                                                                                                                                                                                        ,PH964_2142
Depression,XaPKm,Read3,On full dose long term treatment depression - enh serv admin                                                                                                                                                                                                   ,PH964_2142
Depression,XaPKm,Read3,On full dose long term treatment depression - enh serv admin                                                                                                                                                                                                   ,PH964_2142
Depression,XaPKm,Read3,On full dose long term treatment depression - enh serv admin                                                                                                                                                                                                   ,PH964_2142
Depression,XaMGL,Read3,Depression monitoring administration                                                                                                                                                                                                                           ,PH964_2142
Depression,X00Sb,Read3,[X]Mixed anxiety and depressive disorder                                                                                                                                                                                                                       ,PH964_2142
Depression,X00Sb,Read3,[X]Mixed anxiety and depressive disorder                                                                                                                                                                                                                       ,PH964_2142
Depression,X00Sb,Read3,[X]Mixed anxiety and depressive disorder                                                                                                                                                                                                                       ,PH964_2142
Depression,XE1ZZ,Read3,[X]Severe depressive episode with psychotic symptoms                                                                                                                                                                                                           ,PH964_2142
Depression,XE1ZZ,Read3,[X]Severe depressive episode with psychotic symptoms                                                                                                                                                                                                           ,PH964_2142
Depression,E1124,Read3,[X]Severe depressive episode with psychotic symptoms                                                                                                                                                                                                           ,PH964_2142
Depression,E1124,Read3,[X]Severe depressive episode with psychotic symptoms                                                                                                                                                                                                           ,PH964_2142
Depression,E1124,Read3,[X]Severe depressive episode with psychotic symptoms                                                                                                                                                                                                           ,PH964_2142
Depression,XE1Y0,Read3,Single major depressive episode                                                                                                                                                                                                                                ,PH964_2142
Depression,X00SQ,Read3,Single major depressive episode                                                                                                                                                                                                                                ,PH964_2142
Depression,X00SR,Read3,Single major depressive episode                                                                                                                                                                                                                                ,PH964_2142
Depression,X00SS,Read3,Single major depressive episode                                                                                                                                                                                                                                ,PH964_2142
Depression,X00SS,Read3,Single major depressive episode                                                                                                                                                                                                                                ,PH964_2142
Depression,XE1Y0,Read3,[X]Depressive episode                                                                                                                                                                                                                                          ,PH964_2142
Depression,XE1Zb,Read3,[X]Depressive episode                                                                                                                                                                                                                                          ,PH964_2142
Depression,XE1Y0,Read3,[X]Depressive episode                                                                                                                                                                                                                                          ,PH964_2142
Depression,XE1Y0,Read3,[X]Depressive episode                                                                                                                                                                                                                                          ,PH964_2142
Depression,XE1Y0,Read3,[X]Depressive episode                                                                                                                                                                                                                                          ,PH964_2142
Depression,XE1YC,Read3,[X]Depressive episode                                                                                                                                                                                                                                          ,PH964_2142
Depression,XE1Zd,Read3,[X]Recurr depress disorder cur epi severe without psyc sympt                                                                                                                                                                                                   ,PH964_2142
Depression,E1133,Read3,[X]Recurr depress disorder cur epi severe without psyc sympt                                                                                                                                                                                                   ,PH964_2142
Depression,XE1Zd,Read3,[X]Recurr depress disorder cur epi severe without psyc sympt                                                                                                                                                                                                   ,PH964_2142
Depression,XaCHo,Read3,[X]Recurr depress disorder cur epi severe without psyc sympt                                                                                                                                                                                                   ,PH964_2142
Depression,XE1Zd,Read3,[X]Recurr depress disorder cur epi severe without psyc sympt                                                                                                                                                                                                   ,PH964_2142
Depression,XaK9p,Read3,Depression - enhanced services administration                                                                                                                                                                                                                  ,PH964_2142
Depression,XaK9p,Read3,Depression - enhanced services administration                                                                                                                                                                                                                  ,PH964_2142
Depression,XaLG0,Read3,Depression resolved                                                                                                                                                                                                                                            ,PH964_2142
Depression,X761L,Read3,Seasonal affective disorder                                                                                                                                                                                                                                    ,PH964_2142
Depression,XE1Y1,Read3,Recurrent major depressive episode                                                                                                                                                                                                                             ,PH964_2142
Depression,XM1GC,Read3,Recurrent major depressive episode                                                                                                                                                                                                                             ,PH964_2142
Depression,XE1Zc,Read3,[X]Recurrent depressive disorder                                                                                                                                                                                                                               ,PH964_2142
Depression,XE1Zc,Read3,[X]Recurrent depressive disorder                                                                                                                                                                                                                               ,PH964_2142
Depression,E1137,Read3,[X]Recurrent depressive disorder                                                                                                                                                                                                                               ,PH964_2142
Depression,XE1Zc,Read3,[X]Recurrent depressive disorder                                                                                                                                                                                                                               ,PH964_2142
Depression,E130.,Read3,[X]Recurrent depressive disorder                                                                                                                                                                                                                               ,PH964_2142
Depression,X761L,Read3,[X]Recurrent depressive disorder                                                                                                                                                                                                                               ,PH964_2142
Depression,XE1Zc,Read3,[X]Recurrent depressive disorder                                                                                                                                                                                                                               ,PH964_2142
Depression,X761L,Read3,[X]Recurrent depressive disorder                                                                                                                                                                                                                               ,PH964_2142
Depression,X761L,Read3,[X]Recurrent depressive disorder                                                                                                                                                                                                                               ,PH964_2142
Depression,XaKEz,Read3,Patient given advice about management of depression                                                                                                                                                                                                            ,PH964_2142
Depression,XaMGQ,Read3,Depression monitoring verbal invite                                                                                                                                                                                                                            ,PH964_2142
Depression,X00SQ,Read3,Agitated depression                                                                                                                                                                                                                                            ,PH964_2142
Depression,XSGom,Read3,"[X]Major depression, severe without psychotic symptoms                                                                                                                                                                                                         ",PH964_2142
Depression,XaK6d,Read3,Depression annual review                                                                                                                                                                                                                                       ,PH964_2142
Depression,XaItx,Read3,Depression management programme                                                                                                                                                                                                                                ,PH964_2142
