pheno_name,code_clean,vocab,description,info
COPD,H310z,Read2,Simple chronic bronchitis NOS                                                                                                                                                                                                                                  ,PH951_v2129
COPD,H4641,Read2,Obliterative bronchiolitis due to chemical fumes                                                                                                                                                                                                               ,PH951_v2129
COPD,H3y0.,Read2,Chronic obstruct pulmonary dis with acute lower resp infectn                                                                                                                                                                                                   ,PH951_v2129
COPD,H39..,Read2,Very severe chronic obstructive pulmonary disease                                                                                                                                                                                                              ,PH951_v2129
COPD,H32yz,Read2,Other emphysema NOS                                                                                                                                                                                                                                            ,PH951_v2129
COPD,H310.,Read2,Simple chronic bronchitis                                                                                                                                                                                                                                      ,PH951_v2129
COPD,H3y1.,Read2,"Chron obstruct pulmonary dis wth acute exacerbation, unspec                                                                                                                                                                                                    ",PH951_v2129
COPD,H3z..,Read2,Chronic obstructive airways disease NOS                                                                                                                                                                                                                        ,PH951_v2129
COPD,H31z.,Read2,Chronic bronchitis NOS                                                                                                                                                                                                                                         ,PH951_v2129
COPD,H4640,Read2,Chronic emphysema due to chemical fumes                                                                                                                                                                                                                        ,PH951_v2129
COPD,H32y2,Read2,MacLeod's unilateral emphysema                                                                                                                                                                                                                                 ,PH951_v2129
COPD,H3200,Read2,Segmental bullous emphysema                                                                                                                                                                                                                                    ,PH951_v2129
COPD,H313.,Read2,Mixed simple and mucopurulent chronic bronchitis                                                                                                                                                                                                               ,PH951_v2129
COPD,H32y1,Read2,Atrophic (senile) emphysema                                                                                                                                                                                                                                    ,PH951_v2129
COPD,H3...,Read2,Chronic obstructive pulmonary disease                                                                                                                                                                                                                          ,PH951_v2129
COPD,H311.,Read2,Mucopurulent chronic bronchitis                                                                                                                                                                                                                                ,PH951_v2129
COPD,H36..,Read2,Mild chronic obstructive pulmonary disease                                                                                                                                                                                                                     ,PH951_v2129
COPD,H3120,Read2,Chronic asthmatic bronchitis                                                                                                                                                                                                                                   ,PH951_v2129
COPD,H3201,Read2,Zonal bullous emphysema                                                                                                                                                                                                                                        ,PH951_v2129
COPD,Xaa7C,Read3,Eosinophilic bronchitis                                                                                                                                                                                                                                        ,PH951_v2129
COPD,XE2Pp,Read3,History of chronic obstructive pulmonary disease                                                                                                                                                                                                               ,PH951_v2129
COPD,XE2Pp,Read3,History of chronic obstructive pulmonary disease                                                                                                                                                                                                               ,PH951_v2129
COPD,XM1R4,Read3,History of chronic obstructive pulmonary disease                                                                                                                                                                                                               ,PH951_v2129
COPD,XE2Pp,Read3,History of chronic obstructive pulmonary disease                                                                                                                                                                                                               ,PH951_v2129
COPD,H3...,Read3,Obstructive chronic bronchitis                                                                                                                                                                                                                                 ,PH951_v2129
COPD,XaEIW,Read3,Moderate chronic obstructive pulmonary disease                                                                                                                                                                                                                 ,PH951_v2129
COPD,XE0YN,Read3,Bullous emphysema with collapse                                                                                                                                                                                                                                ,PH951_v2129
COPD,XM1Qc,Read3,Bullous emphysema with collapse                                                                                                                                                                                                                                ,PH951_v2129
COPD,XaIND,Read3,End stage chronic obstructive airways disease                                                                                                                                                                                                                  ,PH951_v2129
COPD,X101l,Read3,Bronchiolitis obliterans                                                                                                                                                                                                                                       ,PH951_v2129
COPD,XE0YM,Read3,Purulent chronic bronchitis                                                                                                                                                                                                                                    ,PH951_v2129
COPD,H310.,Read3,Chronic catarrhal bronchitis                                                                                                                                                                                                                                   ,PH951_v2129
COPD,XaEIY,Read3,Severe chronic obstructive pulmonary disease                                                                                                                                                                                                                   ,PH951_v2129
COPD,XE0YM,Read3,Fetid chronic bronchitis                                                                                                                                                                                                                                       ,PH951_v2129
COPD,XaN4a,Read3,Very severe chronic obstructive pulmonary disease                                                                                                                                                                                                              ,PH951_v2129
COPD,XE0YP,Read3,Other emphysema NOS                                                                                                                                                                                                                                            ,PH951_v2129
COPD,H32y2,Read3,Other emphysema NOS                                                                                                                                                                                                                                            ,PH951_v2129
COPD,H32y2,Read3,Other emphysema NOS                                                                                                                                                                                                                                            ,PH951_v2129
COPD,X101i,Read3,"Chron obstruct pulmonary dis wth acute exacerbation, unspec                                                                                                                                                                                                    ",PH951_v2129
COPD,XE0YO,Read3,Atrophic (senile) emphysema                                                                                                                                                                                                                                    ,PH951_v2129
COPD,H581.,Read3,Atrophic (senile) emphysema                                                                                                                                                                                                                                    ,PH951_v2129
COPD,XaIQg,Read3,Atrophic (senile) emphysema                                                                                                                                                                                                                                    ,PH951_v2129
COPD,XaEIV,Read3,Mild chronic obstructive pulmonary disease                                                                                                                                                                                                                     ,PH951_v2129
