pheno_name,code_clean,vocab,description,info
HT,L1223,Read2,Other pre-exist hypertension in preg/childb/puerp-not deliv                                                                                                                                                                                                    ,PH968_v2148
HT,Gyu2.,Read2,[X]Hypertensive diseases                                                                                                                                                                                                                                       ,PH968_v2148
HT,U60C5,Read2,"[X]Oth antihyperten drug caus advers eff in therap use, NEC                                                                                                                                                                                                    ",PH968_v2148
HT,14A2.,Read2,H/O: hypertension                                                                                                                                                                                                                                              ,PH968_v2148
HT,662F.,Read2,Hypertension treatm. started                                                                                                                                                                                                                                   ,PH968_v2148
HT,G240z,Read2,Secondary malignant hypertension NOS                                                                                                                                                                                                                           ,PH968_v2148
HT,G2400,Read2,Secondary malignant renovascular hypertension                                                                                                                                                                                                                  ,PH968_v2148
HT,G230.,Read2,Malignant hypertensive heart and renal disease                                                                                                                                                                                                                 ,PH968_v2148
HT,G203.,Read2,Diastolic hypertension                                                                                                                                                                                                                                         ,PH968_v2148
HT,8I3N.,Read2,Hypertension treatment refused                                                                                                                                                                                                                                 ,PH968_v2148
HT,662b.,Read2,Moderate hypertension control                                                                                                                                                                                                                                  ,PH968_v2148
HT,G2101,Read2,Malignant hypertensive heart disease with CCF                                                                                                                                                                                                                  ,PH968_v2148
HT,662O.,Read2,On treatment for hypertension                                                                                                                                                                                                                                  ,PH968_v2148
HT,6627,Read2,Good hypertension control                                                                                                                                                                                                                                      ,PH968_v2148
HT,G21z0,Read2,Hypertensive heart disease NOS without CCF                                                                                                                                                                                                                     ,PH968_v2148
HT,G2110,Read2,Benign hypertensive heart disease without CCF                                                                                                                                                                                                                  ,PH968_v2148
HT,G20z.,Read2,Essential hypertension NOS                                                                                                                                                                                                                                     ,PH968_v2148
HT,G2...,Read2,Hypertensive disease                                                                                                                                                                                                                                           ,PH968_v2148
HT,662G.,Read2,Hypertensive treatm.changed                                                                                                                                                                                                                                    ,PH968_v2148
HT,G220.,Read2,Malignant hypertensive renal disease                                                                                                                                                                                                                           ,PH968_v2148
HT,212K.,Read2,Hypertension resolved                                                                                                                                                                                                                                          ,PH968_v2148
HT,G244.,Read2,Hypertension secondary to endocrine disorders                                                                                                                                                                                                                  ,PH968_v2148
HT,G240.,Read2,Secondary malignant hypertension                                                                                                                                                                                                                               ,PH968_v2148
HT,G241.,Read2,Secondary benign hypertension                                                                                                                                                                                                                                  ,PH968_v2148
HT,TJC7.,Read2,Adverse reaction to other antihypertensives                                                                                                                                                                                                                    ,PH968_v2148
HT,G2410,Read2,Secondary benign renovascular hypertension                                                                                                                                                                                                                     ,PH968_v2148
HT,6624,Read2,Borderline hyperten:yearly obs                                                                                                                                                                                                                                 ,PH968_v2148
HT,L1282,Read2,Pre-exist 2ndry hypertens comp preg childbth and puerperium                                                                                                                                                                                                    ,PH968_v2148
HT,G201.,Read2,Benign essential hypertension                                                                                                                                                                                                                                  ,PH968_v2148
HT,7Q01.,Read2,High cost hypertension drugs                                                                                                                                                                                                                                   ,PH968_v2148
HT,L128.,Read2,Pre-exist hypertension compl preg childbirth and puerperium                                                                                                                                                                                                    ,PH968_v2148
HT,L127.,Read2,Pre-eclampsia or eclampsia with pre-existing hypertension                                                                                                                                                                                                      ,PH968_v2148
HT,G2z..,Read2,Hypertensive disease NOS                                                                                                                                                                                                                                       ,PH968_v2148
HT,G24z1,Read2,Hypertension secondary to drug                                                                                                                                                                                                                                 ,PH968_v2148
HT,L122.,Read2,Other pre-existing hypertension in preg/childbirth/puerp                                                                                                                                                                                                       ,PH968_v2148
HT,G211.,Read2,Benign hypertensive heart disease                                                                                                                                                                                                                              ,PH968_v2148
HT,F4211,Read3,Hypertensive retinopathy                                                                                                                                                                                                                                       ,PH968_v2148
HT,G24z.,Read3,Secondary hypertension NOS                                                                                                                                                                                                                                     ,PH968_v2148
HT,XaIyD,Read3,Hypertension six month review                                                                                                                                                                                                                                  ,PH968_v2148
HT,XaJ5h,Read3,Patient on maximal tolerated antihypertensive therapy                                                                                                                                                                                                          ,PH968_v2148
HT,XE0VM,Read3,Hypertensive encephalopathy                                                                                                                                                                                                                                    ,PH968_v2148
HT,XE0VM,Read3,Hypertensive encephalopathy                                                                                                                                                                                                                                    ,PH968_v2148
HT,XE0Uf,Read3,Hypertensive renal disease                                                                                                                                                                                                                                     ,PH968_v2148
HT,XE0Uf,Read3,Hypertensive renal disease                                                                                                                                                                                                                                     ,PH968_v2148
HT,XaIyE,Read3,Hypertension annual review                                                                                                                                                                                                                                     ,PH968_v2148
HT,XE15r,Read3,Blind hypertensive eye                                                                                                                                                                                                                                         ,PH968_v2148
HT,X00ef,Read3,Blind hypertensive eye                                                                                                                                                                                                                                         ,PH968_v2148
HT,XaBLq,Read3,Antihypertensive therapy                                                                                                                                                                                                                                       ,PH968_v2148
HT,G21z.,Read3,Hypertensive heart disease NOS                                                                                                                                                                                                                                 ,PH968_v2148
HT,XE0Ug,Read3,Hypertensive renal disease NOS                                                                                                                                                                                                                                 ,PH968_v2148
HT,XE0Uf,Read3,Hypertensive renal disease NOS                                                                                                                                                                                                                                 ,PH968_v2148
HT,XaNFs,Read3,Trial withdrawal of antihypertensive therapy                                                                                                                                                                                                                   ,PH968_v2148
HT,XE0Uc,Read3,Essential hypertension                                                                                                                                                                                                                                         ,PH968_v2148
HT,XM02V,Read3,Essential hypertension                                                                                                                                                                                                                                         ,PH968_v2148
HT,XE0Uc,Read3,Essential hypertension                                                                                                                                                                                                                                         ,PH968_v2148
HT,TJC7z,Read3,"[X]Oth antihyperten drug caus advers eff in therap use, NEC                                                                                                                                                                                                    ",PH968_v2148
HT,TJC73,Read3,"[X]Oth antihyperten drug caus advers eff in therap use, NEC                                                                                                                                                                                                    ",PH968_v2148
HT,TJC70,Read3,"[X]Oth antihyperten drug caus advers eff in therap use, NEC                                                                                                                                                                                                    ",PH968_v2148
HT,TJC74,Read3,"[X]Oth antihyperten drug caus advers eff in therap use, NEC                                                                                                                                                                                                    ",PH968_v2148
HT,TJC52,Read3,"[X]Oth antihyperten drug caus advers eff in therap use, NEC                                                                                                                                                                                                    ",PH968_v2148
HT,TJC75,Read3,"[X]Oth antihyperten drug caus advers eff in therap use, NEC                                                                                                                                                                                                    ",PH968_v2148
HT,TJC53,Read3,"[X]Oth antihyperten drug caus advers eff in therap use, NEC                                                                                                                                                                                                    ",PH968_v2148
HT,TJC71,Read3,"[X]Oth antihyperten drug caus advers eff in therap use, NEC                                                                                                                                                                                                    ",PH968_v2148
HT,TJC7.,Read3,"[X]Oth antihyperten drug caus advers eff in therap use, NEC                                                                                                                                                                                                    ",PH968_v2148
HT,TJC72,Read3,"[X]Oth antihyperten drug caus advers eff in therap use, NEC                                                                                                                                                                                                    ",PH968_v2148
HT,XSDSb,Read3,Diastolic hypertension                                                                                                                                                                                                                                         ,PH968_v2148
HT,XaIyC,Read3,Hypertension treatment refused                                                                                                                                                                                                                                 ,PH968_v2148
HT,XaIy8,Read3,Moderate hypertension control                                                                                                                                                                                                                                  ,PH968_v2148
HT,Xa8HD,Read3,On treatment for hypertension                                                                                                                                                                                                                                  ,PH968_v2148
HT,XE0Ue,Read3,Hypertensive heart disease NOS without CCF                                                                                                                                                                                                                     ,PH968_v2148
HT,XM1Qp,Read3,Hypertensive heart disease NOS without CCF                                                                                                                                                                                                                     ,PH968_v2148
HT,XE0Ud,Read3,Essential hypertension NOS                                                                                                                                                                                                                                     ,PH968_v2148
HT,XE0Ub,Read3,Essential hypertension NOS                                                                                                                                                                                                                                     ,PH968_v2148
HT,21261,Read3,Hypertension resolved                                                                                                                                                                                                                                          ,PH968_v2148
HT,XaM5f,Read3,High cost hypertension drugs                                                                                                                                                                                                                                   ,PH968_v2148
