pheno_name,code_clean,vocab,description,info
Anxiety,d21D.,Read2,*rimapam 10mg tablets,PH1113_v2453
Anxiety,d123.,Read2,*heminevrin 8mg/ml infusion,PH1113_v2453
Anxiety,d2c2.,Read2,meprobamate 400mg tablets,PH1113_v2453
Anxiety,d251.,Read2,*trancopal 200mg tablets,PH1113_v2453
Anxiety,d21B.,Read2,*rimapam 2mg tablets,PH1113_v2453
Anxiety,d2f3.,Read2,*buspar 5mg tablets x126,PH1113_v2453
Anxiety,d261.,Read2,*clobazam 10mg capsules,PH1113_v2453
Anxiety,d1i1.,Read2,dexdor 200mcg/2ml conc for inf | dexdor 200micrograms/2ml concentrate for soln for infusion,PH1113_v2453
Anxiety,d232.,Read2,*lexotan 3mg tablets,PH1113_v2453
Anxiety,d21i.,Read2,*stesolid 10mg/2ml injection,PH1113_v2453
Anxiety,d1ad.,Read2,*temazepam gelthix 15mg caps | temazepam gelthix 15mg capsules,PH1113_v2453
Anxiety,d2d5.,Read2,*oxanid 10mg tablets,PH1113_v2453
Anxiety,d29y.,Read2,*ketazolam 15mg capsules,PH1113_v2453
Anxiety,d1i2.,Read2,dexmedetomidine 200mcg/2ml inj | dexmedetomidine 200micrograms/2ml conc for soln for inj,PH1113_v2453
Anxiety,d2ez.,Read2,*prazepam 10mg tablets,PH1113_v2453
Anxiety,d1c..,Read2,triclofos sodium,PH1113_v2453
Anxiety,d21C.,Read2,*rimapam 5mg tablets,PH1113_v2453
Anxiety,d14..,Read2,*flunitrazepam,PH1113_v2453
Anxiety,d24e.,Read2,*librium 100mg injection,PH1113_v2453
Anxiety,d21s.,Read2,*valium 5mg tablets,PH1113_v2453
Anxiety,d1ah.,Read2,*temazepam gel filled 15mg cap | temazepam gel filled 15mg capsules,PH1113_v2453
Anxiety,d21b.,Read2,*atensine 5mg tablets,PH1113_v2453
Anxiety,d1am.,Read2,*euhypnos 20mg/sachet solution | euhypnos 20mg/sachet oral solution,PH1113_v2453
Anxiety,d11..,Read2,chloral hydrate,PH1113_v2453
Anxiety,d248.,Read2,*chlordiazepoxide 25mg tablets,PH1113_v2453
Anxiety,d189.,Read2,remnos 5mg tablets,PH1113_v2453
Anxiety,d2f1.,Read2,buspirone 5mg tablets,PH1113_v2453
Anxiety,d1f3.,Read2,zolpidem tartrate 10mg tablets,PH1113_v2453
Anxiety,d21m.,Read2,tensium 2mg tablets,PH1113_v2453
Anxiety,d1b..,Read2,*triazolam,PH1113_v2453
Anxiety,d21e.,Read2,*evacalm 2mg tablets,PH1113_v2453
Anxiety,d2b2.,Read2,*nobrium 10mg capsules,PH1113_v2453
Anxiety,d218.,Read2,*alupram 5mg tablets,PH1113_v2453
Anxiety,d266.,Read2,clobazam 5mg/5ml oral susp | clobazam 5mg/5ml oral suspension,PH1113_v2453
Anxiety,d2c4.,Read2,*equanil 400mg tablets,PH1113_v2453
Anxiety,d24b.,Read2,*librium 5mg tablets,PH1113_v2453
Anxiety,d2c6.,Read2,*tenavoid tablets,PH1113_v2453
Anxiety,d21f.,Read2,*evacalm 5mg tablets,PH1113_v2453
Anxiety,d131.,Read2,*welldorm 650mg tablets,PH1113_v2453
Anxiety,d2d..,Read2,oxazepam,PH1113_v2453
Anxiety,d2a4.,Read2,*almazine 2.5mg tablets,PH1113_v2453
Anxiety,d24f.,Read2,tropium 5mg capsules,PH1113_v2453
Anxiety,d21u.,Read2,*valium 2mg/5ml syrup,PH1113_v2453
Anxiety,d28y.,Read2,hydroxyzine hcl 25mg tablets,PH1113_v2453
Anxiety,d222.,Read2,xanax 500micrograms tablets,PH1113_v2453
Anxiety,d141.,Read2,*rohypnol 1mg tablets,PH1113_v2453
Anxiety,d2f4.,Read2,*buspar 10mg tablets,PH1113_v2453
Anxiety,d26A.,Read2,perizam 2mg/ml oral suspension,PH1113_v2453
Anxiety,d22z.,Read2,alprazolam 500mcg tablets | alprazolam 500microgram tablets,PH1113_v2453
Anxiety,d21J.,Read2,diazepam 10mg/5ml suspension,PH1113_v2453
Anxiety,d1b3.,Read2,*halcion 125microgram tablets,PH1113_v2453
Anxiety,d11A.,Read2,somnwell 707mg tablets,PH1113_v2453
Anxiety,d12..,Read2,clomethiazole ed. [hypnot] | clomethiazole edisylate [hypnotic],PH1113_v2453
Anxiety,d2...,Read2,anxiolytics,PH1113_v2453
Anxiety,d1...,Read2,hypnotics,PH1113_v2453
Anxiety,d2c..,Read2,meprobamate,PH1113_v2453
Anxiety,d15z.,Read2,flurazepam 30mg capsules,PH1113_v2453
Anxiety,d2by.,Read2,*medazepam 5mg capsules,PH1113_v2453
Anxiety,d21x.,Read2,*valium 5mg suppositories,PH1113_v2453
Anxiety,d281.,Read2,atarax 10mg tablets,PH1113_v2453
Anxiety,d24d.,Read2,*librium 25mg tablets,PH1113_v2453
Anxiety,d1ao.,Read2,temazepam 10mg/5ml s/f soln | temazepam 10mg/5ml sugar free oral solution,PH1113_v2453
Anxiety,d272.,Read2,*tranxene 15mg capsules,PH1113_v2453
Anxiety,d2ax.,Read2,*ativan 4mg/ml injection,PH1113_v2453
Anxiety,d21t.,Read2,*valium 10mg tablets,PH1113_v2453
Anxiety,d2e..,Read2,*prazepam,PH1113_v2453
Anxiety,d1a7.,Read2,*normison 20mg capsules,PH1113_v2453
Anxiety,d24a.,Read2,librium 10mg capsules,PH1113_v2453
Anxiety,d21h.,Read2,*solis 5mg capsules,PH1113_v2453
Anxiety,d1ab.,Read2,*temazepam gelthix 10mg caps | temazepam gelthix 10mg capsules,PH1113_v2453
Anxiety,d118.,Read2,chloral hydrate 143mg/5ml elix | chloral hydrate 143mg/5ml elixir,PH1113_v2453
Anxiety,d2c1.,Read2,*meprobamate 200mg tablets,PH1113_v2453
Anxiety,d2d7.,Read2,*oxanid 30mg tablets,PH1113_v2453
Anxiety,d1a..,Read2,temazepam [hypnotic],PH1113_v2453
Anxiety,d242.,Read2,chlordiazepoxide 10mg capsules,PH1113_v2453
Anxiety,d1b4.,Read2,*halcion 250microgram tablets,PH1113_v2453
Anxiety,d24..,Read2,chlordiazepoxide,PH1113_v2453
Anxiety,d2d4.,Read2,oxazepam 30mg tablets,PH1113_v2453
Anxiety,d282.,Read2,atarax 25mg tablets,PH1113_v2453
Anxiety,d1gy.,Read2,zaleplon 5mg capsules,PH1113_v2453
Anxiety,d18f.,Read2,nitrazepam 5mg/5ml suspension,PH1113_v2453
Anxiety,d29z.,Read2,*ketazolam 30mg capsules,PH1113_v2453
Anxiety,d24i.,Read2,tropium 10mg tablets,PH1113_v2453
Anxiety,d2a1.,Read2,lorazepam 1mg tablets,PH1113_v2453
Anxiety,d292.,Read2,*anxon 30mg capsules,PH1113_v2453
Anxiety,d1g2.,Read2,sonata 10mg capsules,PH1113_v2453
Anxiety,d24c.,Read2,*librium 10mg tablets,PH1113_v2453
Anxiety,d21E.,Read2,dialar 2mg/5ml syrup,PH1113_v2453
Anxiety,d1b2.,Read2,*triazolam 250mcg tablets | triazolam 250microgram tablets,PH1113_v2453
Anxiety,d2b..,Read2,*medazepam,PH1113_v2453
Anxiety,d112.,Read2,*chloral paed 200mg/5ml elixir | chloral paediatric 200mg/5ml elixir,PH1113_v2453
Anxiety,d28z.,Read2,hydroxyzine hcl 10mg/5ml syrup,PH1113_v2453
Anxiety,d23..,Read2,bromazepam,PH1113_v2453
Anxiety,d217.,Read2,*alupram 2mg tablets,PH1113_v2453
Anxiety,d21w.,Read2,*valium dup del injection,PH1113_v2453
Anxiety,d1d3.,Read2,zopiclone 3.75mg tablets,PH1113_v2453
Anxiety,d17..,Read2,lormetazepam,PH1113_v2453
Anxiety,d262.,Read2,*frisium 10mg capsules,PH1113_v2453
Anxiety,d1gz.,Read2,zaleplon 10mg capsules,PH1113_v2453
Anxiety,d2g..,Read2,flumazenil,PH1113_v2453
Anxiety,d249.,Read2,librium 5mg capsules,PH1113_v2453
Anxiety,d2b1.,Read2,*nobrium 5mg capsules,PH1113_v2453
Anxiety,d18e.,Read2,*unisomnia 5mg tablets,PH1113_v2453
Anxiety,d221.,Read2,xanax 250micrograms tablets,PH1113_v2453
Anxiety,d212.,Read2,*diazepam 5mg capsules,PH1113_v2453
Anxiety,d12w.,Read2,clomethiaz edis 250mg/5ml syrp | clomethiazole edisilate 250mg/5ml syrup,PH1113_v2453
Anxiety,d12v.,Read2,clomethiazole(base) 192mg caps | clomethiazole(base) 192mg capsules,PH1113_v2453
Anxiety,d214.,Read2,diazepam 5mg tablets,PH1113_v2453
Anxiety,d1d4.,Read2,zimovane ls 3.75mg tablets,PH1113_v2453
Anxiety,d284.,Read2,ucerax 25mg tablets,PH1113_v2453
Anxiety,d231.,Read2,*lexotan 1.5mg tablets,PH1113_v2453
Anxiety,d1a2.,Read2,*temazepam 15mg capsules,PH1113_v2453
Anxiety,d23z.,Read2,*bromazepam 3mg tablets,PH1113_v2453
Anxiety,d1aa.,Read2,temazepam 20mg tablets,PH1113_v2453
Anxiety,d116.,Read2,welldorm tablets,PH1113_v2453
Anxiety,d1a3.,Read2,*temazepam 20mg capsules,PH1113_v2453
Anxiety,d13..,Read2,*dichloralphenazone,PH1113_v2453
Anxiety,d111.,Read2,*chloral 500mg/5ml mixture,PH1113_v2453
Anxiety,d1af.,Read2,*temazepam gel filled 10mg cap | temazepam gel filled 10mg capsules,PH1113_v2453
Anxiety,d2a6.,Read2,*ativan 2.5mg tablets,PH1113_v2453
Anxiety,d269.,Read2,perizam 1mg/ml oral suspension,PH1113_v2453
Anxiety,d21y.,Read2,*valium 10mg suppositories,PH1113_v2453
Anxiety,d14z.,Read2,*flunitrazepam 1mg tablets,PH1113_v2453
Anxiety,d1i..,Read2,dexmedetomidine,PH1113_v2453
Anxiety,d21p.,Read2,*valium 2mg capsules,PH1113_v2453
Anxiety,d15..,Read2,flurazepam,PH1113_v2453
Anxiety,d181.,Read2,*nitrazepam 5mg capsules,PH1113_v2453
Anxiety,d21d.,Read2,diazemuls 10mg/2ml ampoules,PH1113_v2453
Anxiety,d113.,Read2,*noctec 500mg capsules,PH1113_v2453
Anxiety,d1d6.,Read2,*zileze 3.75 tablets,PH1113_v2453
Anxiety,d172.,Read2,lormetazepam 1mg tablets,PH1113_v2453
Anxiety,d24g.,Read2,*tropium 10mg capsules,PH1113_v2453
Anxiety,d1c1.,Read2,*triclofos 500mg/5ml liquid,PH1113_v2453
Anxiety,d21q.,Read2,*valium 5mg capsules,PH1113_v2453
Anxiety,d1i3.,Read2,dexdor 400mcg/4ml conc for inf | dexdor 400micrograms/4ml concentrate for soln for infusion,PH1113_v2453
Anxiety,d27y.,Read2,*clorazepate 7.5mg capsules | clorazepate dipotassium 7.5mg capsules,PH1113_v2453
Anxiety,d185.,Read2,*mogadon 5mg capsules,PH1113_v2453
Anxiety,d2d6.,Read2,*oxanid 15mg tablets,PH1113_v2453
Anxiety,d1b1.,Read2,*triazolam 125mcg tablets | triazolam 125microgram tablets,PH1113_v2453
Anxiety,d27z.,Read2,*clorazepate 15mg capsules | clorazepate dipotassium 15mg capsules,PH1113_v2453
Anxiety,d215.,Read2,diazepam 10mg tablets,PH1113_v2453
Anxiety,d265.,Read2,tapclob 5mg/5ml oral susp | tapclob 5mg/5ml oral suspension,PH1113_v2453
Anxiety,d171.,Read2,lormetazepam 500mcg tablets | lormetazepam 500micrograms tablets,PH1113_v2453
Anxiety,d1f4.,Read2,stilnoct 10mg tablets,PH1113_v2453
Anxiety,d271.,Read2,*tranxene 7.5mg capsules,PH1113_v2453
Anxiety,d1d..,Read2,zopiclone,PH1113_v2453
Anxiety,d1ag.,Read2,*temazepam gel filled 20mg cap | temazepam gel filled 20mg capsules,PH1113_v2453
Anxiety,d28..,Read2,hydroxyzine hcl [anxiolytic],PH1113_v2453
Anxiety,d1a4.,Read2,*temazepam 30mg capsules,PH1113_v2453
Anxiety,d2a5.,Read2,*ativan 1mg tablets,PH1113_v2453
Anxiety,d1i6.,Read2,dexmedetomidine 1mg/10ml inj | dexmedetomidine 1mg/10ml concentrate for soln for injection,PH1113_v2453
Anxiety,d15y.,Read2,flurazepam 15mg capsules,PH1113_v2453
