pheno_name,code_clean,vocab,description,info
Cancer,C30,ICD10,C30 Malignant neoplasm of nasal cavity and middle ear,PH960_v2138
Cancer,C73,ICD10,C73 Malignant neoplasm of thyroid gland,PH960_v2138
Cancer,C17,ICD10,C17 Malignant neoplasm of small intestine,PH960_v2138
Cancer,C64,ICD10,"C64 Malignant neoplasm of kidney, except renal pelvis",PH960_v2138
Cancer,C71,ICD10,C71 Malignant neoplasm of brain,PH960_v2138
Cancer,C42,ICD10,C42 hematopoietic and reticuloendothelial systems (ICD-O-3 specific),PH960_v2138
Cancer,C12,ICD10,C12 Malignant neoplasm of pyriform sinus,PH960_v2138
Cancer,C49,ICD10,C49 Malignant neoplasm of other connective and soft tissue,PH960_v2138
Cancer,C00,ICD10,C00 Malignant neoplasm of lip,PH960_v2138
Cancer,C70,ICD10,C70 Malignant neoplasm of meninges,PH960_v2138
Cancer,C53,ICD10,C53 Malignant neoplasm of cervix uteri,PH960_v2138
Cancer,C44,ICD10,C44 Other malignant neoplasms of skin,PH960_v2138
Cancer,C41,ICD10,C41 Malignant neoplasm of bone and articular cartilage of other and unspecified sites,PH960_v2138
Cancer,C37,ICD10,C37 Malignant neoplasm of thymus,PH960_v2138
Cancer,C16,ICD10,C16 Malignant neoplasm of stomach,PH960_v2138
Cancer,C43,ICD10,C43 Malignant melanoma of skin,PH960_v2138
Cancer,C75,ICD10,C75 Malignant neoplasm of other endocrine glands and related structures,PH960_v2138
Cancer,C04,ICD10,C04 Malignant neoplasm of floor of mouth,PH960_v2138
Cancer,C74,ICD10,C74 Malignant neoplasm of adrenal gland,PH960_v2138
Cancer,C67,ICD10,C67 Malignant neoplasm of bladder,PH960_v2138
Cancer,C63,ICD10,C63 Malignant neoplasm of other and unspecified male genital organs,PH960_v2138
Cancer,C57,ICD10,C57 Malignant neoplasm of other and unspecified female genital organs,PH960_v2138
Cancer,C72,ICD10,"C72 Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system",PH960_v2138
Cancer,C69,ICD10,C69 Malignant neoplasm of eye and adnexa,PH960_v2138
Cancer,C60,ICD10,C60 Malignant neoplasm of penis,PH960_v2138
Cancer,C06,ICD10,C06 Malignant neoplasm of other and unspecified parts of mouth,PH960_v2138
Cancer,C45,ICD10,C45 Mesothelioma,PH960_v2138
Cancer,C34,ICD10,C34 Malignant neoplasm of bronchus and lung,PH960_v2138
Cancer,C14,ICD10,"C14 Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",PH960_v2138
Cancer,C15,ICD10,C15 Malignant neoplasm of oesophagus,PH960_v2138
Cancer,C68,ICD10,C68 Malignant neoplasm of other and unspecified urinary organs,PH960_v2138
Cancer,C11,ICD10,C11 Malignant neoplasm of nasopharynx,PH960_v2138
Cancer,C08,ICD10,C08 Malignant neoplasm of other and unspecified major salivary glands,PH960_v2138
Cancer,B4510,Read2,Malignant neoplasm of greater vestibular (Bartholin's) gland                                                                                                                                                                                                   ,PH960_v2138
Cancer,B3033,Read2,Malignant neoplasm of costal cartilage                                                                                                                                                                                                                         ,PH960_v2138
Cancer,B04..,Read2,Malignant neoplasm of floor of mouth                                                                                                                                                                                                                           ,PH960_v2138
Cancer,B7F10,Read2,Acoustic neuroma                                                                                                                                                                                                                                               ,PH960_v2138
Cancer,B48z.,Read2,Malignant neoplasm of penis and other male genital organ NOS                                                                                                                                                                                                   ,PH960_v2138
Cancer,B304.,Read2,Malignant neoplasm of scapula and long bones of upper arm                                                                                                                                                                                                      ,PH960_v2138
Cancer,BBQ1.,Read2,[M]Seminomas                                                                                                                                                                                                                                                   ,PH960_v2138
Cancer,8Hn3.,Read2,Fast track referral for suspected childrens tumour                                                                                                                                                                                                             ,PH960_v2138
Cancer,Byu90,Read2,"[X]Malignant neoplasm of urinary organ, unspecified                                                                                                                                                                                                            ",PH960_v2138
Cancer,B640.,Read2,Acute lymphoid leukaemia                                                                                                                                                                                                                                       ,PH960_v2138
Cancer,B0623,Read2,Malignant neoplasm of palatopharyngeal arch                                                                                                                                                                                                                    ,PH960_v2138
Cancer,B50z.,Read2,Malignant neoplasm of eye NOS                                                                                                                                                                                                                                  ,PH960_v2138
Cancer,B3310,Read2,Malignant neoplasm of canthus                                                                                                                                                                                                                                  ,PH960_v2138
Cancer,B221.,Read2,Malignant neoplasm of main bronchus                                                                                                                                                                                                                            ,PH960_v2138
Cancer,Byu25,Read2,"[X]Malignant neoplasm of mediastinum, part unspecified                                                                                                                                                                                                         ",PH960_v2138
Cancer,B504.,Read2,Malignant neoplasm of cornea                                                                                                                                                                                                                                   ,PH960_v2138
Cancer,B022.,Read2,Malignant neoplasm of sublingual gland                                                                                                                                                                                                                         ,PH960_v2138
Cancer,B0040,Read2,"Malignant neoplasm of lip unspecified, buccal aspect                                                                                                                                                                                                           ",PH960_v2138
Cancer,4M22.,Read2,Lymphoma stage III                                                                                                                                                                                                                                             ,PH960_v2138
Cancer,B3378,Read2,Malignant neoplasm of skin of toe                                                                                                                                                                                                                              ,PH960_v2138
Cancer,BB5c.,Read2,[M]Parathyroid adenomas and adenocarcinomas                                                                                                                                                                                                                    ,PH960_v2138
Cancer,B691.,Read2,Chronic myelomonocytic leukaemia                                                                                                                                                                                                                               ,PH960_v2138
Cancer,B491.,Read2,Malignant neoplasm of dome of urinary bladder                                                                                                                                                                                                                  ,PH960_v2138
Cancer,B544.,Read2,Malignant neoplasm of carotid body                                                                                                                                                                                                                             ,PH960_v2138
Cancer,B120.,Read2,Malignant neoplasm of duodenum                                                                                                                                                                                                                                 ,PH960_v2138
Cancer,B555.,Read2,Malignant neoplasm of lower limb NOS                                                                                                                                                                                                                           ,PH960_v2138
Cancer,B441.,Read2,Malignant neoplasm of fallopian tube                                                                                                                                                                                                                           ,PH960_v2138
Cancer,BB17.,Read2,[M]Large cell carcinoma NOS                                                                                                                                                                                                                                    ,PH960_v2138
Cancer,B0711,Read2,Malignant neoplasm of pharyngeal tonsil                                                                                                                                                                                                                        ,PH960_v2138
Cancer,BBgH.,Read2,[M]Prolymphocytic lymphosarcoma                                                                                                                                                                                                                                ,PH960_v2138
Cancer,B18y7,Read2,Malignant neoplasm of mesentery                                                                                                                                                                                                                                ,PH960_v2138
Cancer,B070.,Read2,Malignant neoplasm of roof of nasopharynx                                                                                                                                                                                                                      ,PH960_v2138
Cancer,B0131,Read2,Malignant neoplasm of frenulum linguae                                                                                                                                                                                                                         ,PH960_v2138
Cancer,BB612,Read2,[M]Sweat gland adenocarcinoma                                                                                                                                                                                                                                  ,PH960_v2138
Cancer,B506.,Read2,Malignant neoplasm of choroid                                                                                                                                                                                                                                  ,PH960_v2138
Cancer,BB35.,Read2,[M]Basosquamous carcinoma                                                                                                                                                                                                                                      ,PH960_v2138
Cancer,BBGJ.,Read2,[M]Fibroxanthosarcoma                                                                                                                                                                                                                                          ,PH960_v2138
Cancer,BBK11,Read2,[M]Angiomyosarcoma                                                                                                                                                                                                                                             ,PH960_v2138
Cancer,B335.,Read2,"Malignant neoplasm of skin of trunk, excluding scrotum                                                                                                                                                                                                         ",PH960_v2138
Cancer,B495.,Read2,Malignant neoplasm of bladder neck                                                                                                                                                                                                                             ,PH960_v2138
Cancer,4M20.,Read2,Lymphoma stage I                                                                                                                                                                                                                                               ,PH960_v2138
Cancer,B20..,Read2,"Malig neop nasal cavities, middle ear and accessory sinuses                                                                                                                                                                                                    ",PH960_v2138
Cancer,BBL71,Read2,[M]Adenosarcoma                                                                                                                                                                                                                                                ,PH960_v2138
Cancer,B5607,Read2,Secondary and unspec malig neop submental lymph nodes                                                                                                                                                                                                          ,PH960_v2138
Cancer,BBk0.,Read2,"[M]Malignant lymphoma, nodular NOS                                                                                                                                                                                                                             ",PH960_v2138
Cancer,B172.,Read2,Malignant neoplasm of tail of pancreas                                                                                                                                                                                                                         ,PH960_v2138
Cancer,B56z.,Read2,Secondary and unspec malig neop lymph nodes NOS                                                                                                                                                                                                                ,PH960_v2138
Cancer,BB4A.,Read2,[M]Papillary transitional cell carcinoma                                                                                                                                                                                                                       ,PH960_v2138
Cancer,B32..,Read2,Malignant melanoma of skin                                                                                                                                                                                                                                     ,PH960_v2138
Cancer,BBE..,Read2,[M]Naevi and melanomas                                                                                                                                                                                                                                         ,PH960_v2138
Cancer,B3350,Read2,Malignant neoplasm of skin of axillary fold                                                                                                                                                                                                                    ,PH960_v2138
Cancer,BBb0.,Read2,"[M]Glioma, malignant                                                                                                                                                                                                                                           ",PH960_v2138
Cancer,B48..,Read2,Malignant neoplasm of penis and other male genital organs                                                                                                                                                                                                      ,PH960_v2138
Cancer,BB4..,Read2,[M]Transitional cell papillomas and carcinomas                                                                                                                                                                                                                 ,PH960_v2138
Cancer,B32y.,Read2,Malignant melanoma of other specified skin site                                                                                                                                                                                                                ,PH960_v2138
Cancer,BBVz.,Read2,[M]Osteoma or osteosarcoma NOS                                                                                                                                                                                                                                 ,PH960_v2138
Cancer,B610.,Read2,Hodgkin's paragranuloma                                                                                                                                                                                                                                        ,PH960_v2138
Cancer,14250,Read2,H/O Malignant melanoma                                                                                                                                                                                                                                         ,PH960_v2138
Cancer,7G05D,Read2,Excision biopsy of basal cell carcinoma                                                                                                                                                                                                                        ,PH960_v2138
Cancer,B220.,Read2,Malignant neoplasm of trachea                                                                                                                                                                                                                                  ,PH960_v2138
Cancer,B204.,Read2,Malignant neoplasm of frontal sinus                                                                                                                                                                                                                            ,PH960_v2138
Cancer,BB5jz,Read2,[M]Endometrioid adenoma or carcinoma NOS                                                                                                                                                                                                                       ,PH960_v2138
Cancer,B6272,Read2,Follicular non-Hodgkin's large cell lymphoma                                                                                                                                                                                                                   ,PH960_v2138
Cancer,B056.,Read2,Malignant neoplasm of retromolar area                                                                                                                                                                                                                          ,PH960_v2138
Cancer,B43z.,Read2,Malignant neoplasm of body of uterus NOS                                                                                                                                                                                                                       ,PH960_v2138
Cancer,1J09.,Read2,Suspected bladder cancer                                                                                                                                                                                                                                       ,PH960_v2138
Cancer,B2013,Read2,Malignant neoplasm of mastoid air cells                                                                                                                                                                                                                        ,PH960_v2138
Cancer,1422,Read2,H/O: * bronchus                                                                                                                                                                                                                                                ,PH960_v2138
Cancer,B02y.,Read2,Malignant neoplasm of other major salivary glands                                                                                                                                                                                                              ,PH960_v2138
Cancer,1J01.,Read2,Suspected sarcoma                                                                                                                                                                                                                                              ,PH960_v2138
Cancer,BBg10,Read2,"[M]Malignant lymphoma, diffuse NOS                                                                                                                                                                                                                             ",PH960_v2138
Cancer,B3006,Read2,Malignant neoplasm of parietal bone                                                                                                                                                                                                                            ,PH960_v2138
Cancer,B04y.,Read2,Malignant neoplasm of other sites of floor of mouth                                                                                                                                                                                                            ,PH960_v2138
Cancer,B1z11,Read2,Fibrosarcoma of spleen                                                                                                                                                                                                                                         ,PH960_v2138
Cancer,B6164,Read2,Hodgkin's lymphocytic depletion lymph nodes axilla and arm                                                                                                                                                                                                     ,PH960_v2138
Cancer,BBV1.,Read2,[M]Osteosarcoma NOS                                                                                                                                                                                                                                            ,PH960_v2138
Cancer,B61z8,Read2,Hodgkin's disease NOS of lymph nodes of multiple sites                                                                                                                                                                                                         ,PH960_v2138
Cancer,B5241,Read2,"Malignant neoplasm of peripheral nerve,upp limb,incl should                                                                                                                                                                                                    ",PH960_v2138
Cancer,BBk7.,Read2,"[M]Malignant lymphoma, centroblastic type, follicular                                                                                                                                                                                                          ",PH960_v2138
Cancer,BBEH.,Read2,[M]Superficial spreading melanoma                                                                                                                                                                                                                              ,PH960_v2138
Cancer,B6z0.,Read2,Kaposi's sarcoma of lymph nodes                                                                                                                                                                                                                                ,PH960_v2138
Cancer,B2131,Read2,Malignant neoplasm of cricoid cartilage                                                                                                                                                                                                                        ,PH960_v2138
Cancer,ByuD2,Read2,[X]Other types of diffuse non-Hodgkin's lymphoma                                                                                                                                                                                                               ,PH960_v2138
Cancer,BB02.,Read2,"[M]Neoplasm, malignant                                                                                                                                                                                                                                         ",PH960_v2138
Cancer,BB812,Read2,"[M]Serous cystadenocarcinoma, NOS                                                                                                                                                                                                                              ",PH960_v2138
Cancer,1424,Read2,H/O: * breast                                                                                                                                                                                                                                                  ,PH960_v2138
Cancer,B08y.,Read2,Malignant neoplasm of other specified hypopharyngeal site                                                                                                                                                                                                      ,PH960_v2138
Cancer,B49..,Read2,Malignant neoplasm of urinary bladder                                                                                                                                                                                                                          ,PH960_v2138
Cancer,BB9B.,Read2,[M]Medullary carcinoma NOS                                                                                                                                                                                                                                     ,PH960_v2138
Cancer,BBr4.,Read2,[M]Erythroleukaemias                                                                                                                                                                                                                                           ,PH960_v2138
Cancer,BB5Uz,Read2,[M]Villous adenoma or adenocarcinoma NOS                                                                                                                                                                                                                       ,PH960_v2138
Cancer,B50y.,Read2,Malignant neoplasm of other specified site of eye                                                                                                                                                                                                              ,PH960_v2138
Cancer,ByuD9,Read2,[X]Other leukaemia of unspecified cell type                                                                                                                                                                                                                    ,PH960_v2138
Cancer,ByuC7,Read2,[X]Secondary malignant neoplasm of other specified sites                                                                                                                                                                                                       ,PH960_v2138
Cancer,Byu0.,Read2,"[X]Malignant neoplasm of lip, oral cavity and pharynx                                                                                                                                                                                                          ",PH960_v2138
Cancer,B454.,Read2,Malignant neoplasm of vulva unspecified                                                                                                                                                                                                                        ,PH960_v2138
Cancer,B68..,Read2,Leukaemia of unspecified cell type                                                                                                                                                                                                                             ,PH960_v2138
Cancer,B34z.,Read2,Malignant neoplasm of female breast NOS                                                                                                                                                                                                                        ,PH960_v2138
Cancer,B5612,Read2,Secondary and unspec malig neop diaphragmatic lymph nodes                                                                                                                                                                                                      ,PH960_v2138
Cancer,B576z,Read2,Secondary malig neop of retroperitoneum or peritoneum NOS                                                                                                                                                                                                      ,PH960_v2138
Cancer,B690.,Read2,Acute myelomonocytic leukaemia                                                                                                                                                                                                                                 ,PH960_v2138
Cancer,B45..,Read2,Malig neop of other and unspecified female genital organs                                                                                                                                                                                                      ,PH960_v2138
Cancer,BBEz.,Read2,[M]Naevi or melanoma NOS                                                                                                                                                                                                                                       ,PH960_v2138
Cancer,B62..,Read2,Other malignant neoplasm of lymphoid and histiocytic tissue                                                                                                                                                                                                    ,PH960_v2138
Cancer,ByuA.,Read2,"[X]Malignant neoplasm of eye, brain and other parts of cent                                                                                                                                                                                                    ",PH960_v2138
Cancer,B013.,Read2,Malignant neoplasm of ventral surface of tongue                                                                                                                                                                                                                ,PH960_v2138
Cancer,B66..,Read2,Monocytic leukaemia                                                                                                                                                                                                                                            ,PH960_v2138
Cancer,B54y.,Read2,Malignant neoplasm of other specified endocrine gland                                                                                                                                                                                                          ,PH960_v2138
Cancer,BBE4.,Read2,[M]Balloon cell melanoma                                                                                                                                                                                                                                       ,PH960_v2138
Cancer,B51y0,Read2,Malignant neoplasm of corpus callosum                                                                                                                                                                                                                          ,PH960_v2138
Cancer,B505.,Read2,Malignant neoplasm of retina                                                                                                                                                                                                                                   ,PH960_v2138
Cancer,B13y.,Read2,Malignant neoplasm of other specified sites of colon                                                                                                                                                                                                           ,PH960_v2138
Cancer,B412.,Read2,"Malignant neoplasm, overlapping lesion of cervix uteri                                                                                                                                                                                                         ",PH960_v2138
Cancer,BBj9.,Read2,[M]Hodgkin's granuloma                                                                                                                                                                                                                                         ,PH960_v2138
Cancer,B115.,Read2,Malignant neoplasm of lesser curve of stomach unspecified                                                                                                                                                                                                      ,PH960_v2138
Cancer,A7895,Read2,HIV disease resulting in Kaposi's sarcoma                                                                                                                                                                                                                      ,PH960_v2138
Cancer,1423,Read2,H/O: * trachea/lung                                                                                                                                                                                                                                            ,PH960_v2138
Cancer,B450.,Read2,Malignant neoplasm of vagina                                                                                                                                                                                                                                   ,PH960_v2138
Cancer,B6278,Read2,Diffuse non-Hodgkin's lymphoma undifferentiated (diffuse)                                                                                                                                                                                                      ,PH960_v2138
Cancer,B083.,Read2,Malignant neoplasm of posterior pharynx                                                                                                                                                                                                                        ,PH960_v2138
Cancer,B542.,Read2,Malignant neoplasm pituitary gland and craniopharyngeal duct                                                                                                                                                                                                   ,PH960_v2138
Cancer,BBQ75,Read2,"[M]Malignant teratoma, intermediate type                                                                                                                                                                                                                       ",PH960_v2138
Cancer,B18y3,Read2,Malignant neoplasm of omentum                                                                                                                                                                                                                                  ,PH960_v2138
Cancer,BB82.,Read2,[M]Mucinous adenoma and adenocarcinoma                                                                                                                                                                                                                         ,PH960_v2138
Cancer,B3362,Read2,Malignant neoplasm of skin of fore-arm                                                                                                                                                                                                                         ,PH960_v2138
Cancer,B3122,Read2,Malig neop connective and soft tissue of popliteal space                                                                                                                                                                                                       ,PH960_v2138
Cancer,B65..,Read2,Myeloid leukaemia                                                                                                                                                                                                                                              ,PH960_v2138
Cancer,ByuE0,Read2,[X]Malignant neoplasms/independent(primary)multiple sites                                                                                                                                                                                                      ,PH960_v2138
Cancer,B12z.,Read2,Malignant neoplasm of small intestine NOS                                                                                                                                                                                                                      ,PH960_v2138
Cancer,B59z.,Read2,Malignant neoplasm of unspecified site NOS                                                                                                                                                                                                                     ,PH960_v2138
Cancer,B508.,Read2,"Malignant neoplasm, overlapping lesion of eye and adnexa                                                                                                                                                                                                       ",PH960_v2138
Cancer,BB5Wz,Read2,[M]Oxyphilic adenoma or adenocarcinoma NOS                                                                                                                                                                                                                     ,PH960_v2138
Cancer,B135.,Read2,Malignant neoplasm of appendix                                                                                                                                                                                                                                 ,PH960_v2138
Cancer,B11z.,Read2,Malignant neoplasm of stomach NOS                                                                                                                                                                                                                              ,PH960_v2138
Cancer,B5616,Read2,Secondary and unspec malig neop superfic tracheobronchial LN                                                                                                                                                                                                   ,PH960_v2138
Cancer,B453.,Read2,Malignant neoplasm of clitoris                                                                                                                                                                                                                                 ,PH960_v2138
Cancer,BBB0.,Read2,[M]Adenosquamous carcinoma                                                                                                                                                                                                                                     ,PH960_v2138
Cancer,B5810,Read2,Secondary malignant neoplasm of ureter                                                                                                                                                                                                                         ,PH960_v2138
Cancer,B523.,Read2,Malignant neoplasm of spinal meninges                                                                                                                                                                                                                          ,PH960_v2138
