pheno_name,code_clean,vocab,description,info
HF,G581.,Read2,Left ventricular failure                                                                                                                                                                                                                                       ,PH968_v2146
HF,G5803,Read2,Compensated cardiac failure                                                                                                                                                                                                                                    ,PH968_v2146
HF,8CMK.,Read2,Has heart failure management plan                                                                                                                                                                                                                              ,PH968_v2146
HF,G232.,Read2,Hypertensive heart&renal dis wth (congestive) heart failure                                                                                                                                                                                                    ,PH968_v2146
HF,662f.,Read2,New York Heart Association classification - class I                                                                                                                                                                                                            ,PH968_v2146
HF,8CL3.,Read2,Heart failure care plan discussed with patient                                                                                                                                                                                                                 ,PH968_v2146
HF,G5540,Read2,Congestive cardiomyopathy                                                                                                                                                                                                                                      ,PH968_v2146
HF,G21z1,Read2,Hypertensive heart disease NOS with CCF                                                                                                                                                                                                                        ,PH968_v2146
HF,9On2.,Read2,Left ventricular dysfunction monitoring third letter                                                                                                                                                                                                           ,PH968_v2146
HF,14A6.,Read2,H/O: heart failure                                                                                                                                                                                                                                             ,PH968_v2146
HF,9hH0.,Read2,Excepted heart failure quality indicators: Patient unsuitabl                                                                                                                                                                                                   ,PH968_v2146
HF,9On4.,Read2,Left ventricular dysfunction monitoring telephone invite                                                                                                                                                                                                       ,PH968_v2146
HF,9h11.,Read2,Excepted from LVD quality indicators: Patient unsuitable                                                                                                                                                                                                       ,PH968_v2146
HF,662h.,Read2,New York Heart Association classification - class III                                                                                                                                                                                                          ,PH968_v2146
HF,9On..,Read2,Left ventricular dysfunction monitoring administration                                                                                                                                                                                                         ,PH968_v2146
HF,G400.,Read2,Acute cor pulmonale                                                                                                                                                                                                                                            ,PH968_v2146
HF,G58..,Read2,Heart failure                                                                                                                                                                                                                                                  ,PH968_v2146
HF,8CeC.,Read2,Preferred place of care for next exacerbation heart failure                                                                                                                                                                                                    ,PH968_v2146
HF,8H2S.,Read2,Admit heart failure emergency                                                                                                                                                                                                                                  ,PH968_v2146
HF,ZRad.,Read2,New York Heart Assoc classification heart failure symptoms                                                                                                                                                                                                     ,PH968_v2146
HF,9Or1.,Read2,Heart failure monitoring telephone invite                                                                                                                                                                                                                      ,PH968_v2146
HF,G580.,Read2,Congestive heart failure                                                                                                                                                                                                                                       ,PH968_v2146
HF,G1yz1,Read2,Rheumatic left ventricular failure                                                                                                                                                                                                                             ,PH968_v2146
HF,9h12.,Read2,Excepted from LVD quality indicators: Informed dissent                                                                                                                                                                                                         ,PH968_v2146
HF,9Or0.,Read2,Heart failure review completed                                                                                                                                                                                                                                 ,PH968_v2146
HF,G58z.,Read2,Heart failure NOS                                                                                                                                                                                                                                              ,PH968_v2146
HF,662i.,Read2,New York Heart Association classification - class IV                                                                                                                                                                                                           ,PH968_v2146
HF,G2111,Read2,Benign hypertensive heart disease with CCF                                                                                                                                                                                                                     ,PH968_v2146
HF,9Or..,Read2,Heart failure monitoring administration                                                                                                                                                                                                                        ,PH968_v2146
HF,679X.,Read2,Heart failure education                                                                                                                                                                                                                                        ,PH968_v2146
HF,8HHz.,Read2,Referral to heart failure exercise programme                                                                                                                                                                                                                   ,PH968_v2146
HF,8CMW8,Read2,Heart failure clinical pathway                                                                                                                                                                                                                                 ,PH968_v2146
HF,G5810,Read2,Acute left ventricular failure                                                                                                                                                                                                                                 ,PH968_v2146
HF,9hH1.,Read2,Excepted heart failure quality indicators: Informed dissent                                                                                                                                                                                                    ,PH968_v2146
HF,G5yyA,Read2,Left ventricular diastolic dysfunction                                                                                                                                                                                                                         ,PH968_v2146
HF,388D.,Read2,New York Heart Assoc classification heart failure symptoms                                                                                                                                                                                                     ,PH968_v2146
HF,G41z.,Read2,Chronic cor pulmonale                                                                                                                                                                                                                                          ,PH968_v2146
HF,9Or5.,Read2,Heart failure monitoring third letter                                                                                                                                                                                                                          ,PH968_v2146
HF,G5802,Read2,Decompensated cardiac failure                                                                                                                                                                                                                                  ,PH968_v2146
HF,1O1..,Read2,Heart failure confirmed                                                                                                                                                                                                                                        ,PH968_v2146
HF,G2101,Read2,Malignant hypertensive heart disease with CCF                                                                                                                                                                                                                  ,PH968_v2146
HF,8Hk0.,Read2,Referred to heart failure education group                                                                                                                                                                                                                      ,PH968_v2146
HF,8B29.,Read2,Cardiac failure therapy                                                                                                                                                                                                                                        ,PH968_v2146
HF,XaK6Y,Read3,Left ventricular dysfunction monitoring first letter                                                                                                                                                                                                           ,PH968_v2146
HF,XaMGs,Read3,Heart failure monitoring first letter                                                                                                                                                                                                                          ,PH968_v2146
HF,XaLCj,Read3,Referred by heart failure nurse specialist                                                                                                                                                                                                                     ,PH968_v2146
HF,XaJ9H,Read3,New York Heart Association classification - class II                                                                                                                                                                                                           ,PH968_v2146
HF,XaBwi,Read3,H/O: Heart failure in last year                                                                                                                                                                                                                                ,PH968_v2146
HF,XaIIq,Read3,Left ventricular systolic dysfunction                                                                                                                                                                                                                          ,PH968_v2146
HF,XaMGt,Read3,Heart failure monitoring second letter                                                                                                                                                                                                                         ,PH968_v2146
HF,XaYft,Read3,Education about deteriorating heart failure                                                                                                                                                                                                                    ,PH968_v2146
HF,XaJ4N,Read3,Exception reporting: LVD quality indicators                                                                                                                                                                                                                    ,PH968_v2146
HF,XaKNa,Read3,Seen by community heart failure nurse                                                                                                                                                                                                                          ,PH968_v2146
HF,XaIIU,Read3,Congestive heart failure monitoring                                                                                                                                                                                                                            ,PH968_v2146
HF,XaMGo,Read3,Heart failure monitoring verbal invite                                                                                                                                                                                                                         ,PH968_v2146
HF,XaLon,Read3,Heart failure 6 month review                                                                                                                                                                                                                                   ,PH968_v2146
HF,X202l,Read3,Right ventricular failure                                                                                                                                                                                                                                      ,PH968_v2146
HF,XaYbC,Read3,Heart failure self-management plan agreed                                                                                                                                                                                                                      ,PH968_v2146
HF,XaKc0,Read3,Left ventricular dysfunction monitoring verbal invite                                                                                                                                                                                                          ,PH968_v2146
HF,XaMJ9,Read3,Exception reporting: heart failure quality indicators                                                                                                                                                                                                          ,PH968_v2146
HF,XaK6Z,Read3,Left ventricular dysfunction monitoring second letter                                                                                                                                                                                                          ,PH968_v2146
HF,XaO5n,Read3,Congestive heart failure due to valvular disease                                                                                                                                                                                                               ,PH968_v2146
HF,XaIQM,Read3,Heart failure follow-up                                                                                                                                                                                                                                        ,PH968_v2146
HF,XaIQN,Read3,Heart failure annual review                                                                                                                                                                                                                                    ,PH968_v2146
HF,XE2QG,Read3,Left ventricular failure                                                                                                                                                                                                                                       ,PH968_v2146
HF,X102Y,Read3,Left ventricular failure                                                                                                                                                                                                                                       ,PH968_v2146
HF,X102Y,Read3,Left ventricular failure                                                                                                                                                                                                                                       ,PH968_v2146
HF,XM1Qn,Read3,Left ventricular failure                                                                                                                                                                                                                                       ,PH968_v2146
HF,XE2QG,Read3,Left ventricular failure                                                                                                                                                                                                                                       ,PH968_v2146
HF,XE2QG,Read3,Left ventricular failure                                                                                                                                                                                                                                       ,PH968_v2146
HF,XaXkR,Read3,Has heart failure management plan                                                                                                                                                                                                                              ,PH968_v2146
HF,XaJ9G,Read3,New York Heart Association classification - class I                                                                                                                                                                                                            ,PH968_v2146
HF,XaLNA,Read3,Heart failure care plan discussed with patient                                                                                                                                                                                                                 ,PH968_v2146
HF,XE0Uz,Read3,Congestive cardiomyopathy                                                                                                                                                                                                                                      ,PH968_v2146
HF,X201W,Read3,Congestive cardiomyopathy                                                                                                                                                                                                                                      ,PH968_v2146
HF,XaK6a,Read3,Left ventricular dysfunction monitoring third letter                                                                                                                                                                                                           ,PH968_v2146
HF,XaMJA,Read3,Excepted heart failure quality indicators: Patient unsuitabl                                                                                                                                                                                                   ,PH968_v2146
HF,XaMGm,Read3,Left ventricular dysfunction monitoring telephone invite                                                                                                                                                                                                       ,PH968_v2146
HF,XaJ4Y,Read3,Excepted from LVD quality indicators: Patient unsuitable                                                                                                                                                                                                       ,PH968_v2146
HF,XaJ9I,Read3,New York Heart Association classification - class III                                                                                                                                                                                                          ,PH968_v2146
HF,XaK6W,Read3,Left ventricular dysfunction monitoring administration                                                                                                                                                                                                         ,PH968_v2146
HF,XaXzw,Read3,Preferred place of care for next exacerbation heart failure                                                                                                                                                                                                    ,PH968_v2146
HF,XaKNW,Read3,Admit heart failure emergency                                                                                                                                                                                                                                  ,PH968_v2146
HF,XaMFr,Read3,Heart failure monitoring telephone invite                                                                                                                                                                                                                      ,PH968_v2146
HF,XE0V8,Read3,Congestive heart failure                                                                                                                                                                                                                                       ,PH968_v2146
HF,XE0V8,Read3,Congestive heart failure                                                                                                                                                                                                                                       ,PH968_v2146
HF,XE0V8,Read3,Congestive heart failure                                                                                                                                                                                                                                       ,PH968_v2146
HF,X202l,Read3,Congestive heart failure                                                                                                                                                                                                                                       ,PH968_v2146
HF,X202l,Read3,Congestive heart failure                                                                                                                                                                                                                                       ,PH968_v2146
HF,XaJ4Z,Read3,Excepted from LVD quality indicators: Informed dissent                                                                                                                                                                                                         ,PH968_v2146
HF,XaLN7,Read3,Heart failure review completed                                                                                                                                                                                                                                 ,PH968_v2146
HF,XE0V9,Read3,Heart failure NOS                                                                                                                                                                                                                                              ,PH968_v2146
HF,XE0V9,Read3,Heart failure NOS                                                                                                                                                                                                                                              ,PH968_v2146
HF,XE0V9,Read3,Heart failure NOS                                                                                                                                                                                                                                              ,PH968_v2146
HF,XE0V9,Read3,Heart failure NOS                                                                                                                                                                                                                                              ,PH968_v2146
HF,XaJ9J,Read3,New York Heart Association classification - class IV                                                                                                                                                                                                           ,PH968_v2146
HF,XaLN6,Read3,Heart failure monitoring administration                                                                                                                                                                                                                        ,PH968_v2146
HF,XaNUf,Read3,Heart failure education                                                                                                                                                                                                                                        ,PH968_v2146
HF,XaLMx,Read3,Referral to heart failure exercise programme                                                                                                                                                                                                                   ,PH968_v2146
HF,XaZih,Read3,Heart failure clinical pathway                                                                                                                                                                                                                                 ,PH968_v2146
HF,XaMJB,Read3,Excepted heart failure quality indicators: Informed dissent                                                                                                                                                                                                    ,PH968_v2146
HF,XaItG,Read3,Left ventricular diastolic dysfunction                                                                                                                                                                                                                         ,PH968_v2146
HF,XaIL7,Read3,New York Heart Assoc classification heart failure symptoms                                                                                                                                                                                                     ,PH968_v2146
HF,XE0Un,Read3,Chronic cor pulmonale                                                                                                                                                                                                                                          ,PH968_v2146
HF,X203E,Read3,Chronic cor pulmonale                                                                                                                                                                                                                                          ,PH968_v2146
HF,XaMGu,Read3,Heart failure monitoring third letter                                                                                                                                                                                                                          ,PH968_v2146
HF,XaIpn,Read3,Heart failure confirmed                                                                                                                                                                                                                                        ,PH968_v2146
HF,XaLSI,Read3,Referred to heart failure education group                                                                                                                                                                                                                      ,PH968_v2146
HF,XaBLt,Read3,Cardiac failure therapy                                                                                                                                                                                                                                        ,PH968_v2146
