pheno_name,code_clean,vocab,description,info
Dementia,F1100,Read2,Alzheimer's disease with early onset                                                                                                                                                                                                                           ,PH963_2141
Dementia,E00..,Read2,Senile and presenile organic psychotic conditions                                                                                                                                                                                                              ,PH963_2141
Dementia,F1101,Read2,Alzheimer's disease with late onset                                                                                                                                                                                                                            ,PH963_2141
Dementia,9Ou3.,Read2,Dementia monitoring third letter                                                                                                                                                                                                                               ,PH963_2141
Dementia,Eu011,Read2,[X]Multi-infarct dementia                                                                                                                                                                                                                                      ,PH963_2141
Dementia,E0011,Read2,Presenile dementia with delirium                                                                                                                                                                                                                               ,PH963_2141
Dementia,E000.,Read2,Uncomplicated senile dementia                                                                                                                                                                                                                                  ,PH963_2141
Dementia,E003.,Read2,Senile dementia with delirium                                                                                                                                                                                                                                  ,PH963_2141
Dementia,E041.,Read2,Dementia in conditions EC                                                                                                                                                                                                                                      ,PH963_2141
Dementia,Eu02z,Read2,[X] Unspecified dementia                                                                                                                                                                                                                                       ,PH963_2141
Dementia,6AB..,Read2,Dementia annual review                                                                                                                                                                                                                                         ,PH963_2141
Dementia,E004z,Read2,Arteriosclerotic dementia NOS                                                                                                                                                                                                                                  ,PH963_2141
Dementia,X003V,Read3,[X]Mixed cortical and subcortical vascular dementia                                                                                                                                                                                                            ,PH963_2141
Dementia,XaMGK,Read3,Dementia monitoring telephone invite                                                                                                                                                                                                                           ,PH963_2141
Dementia,X0030,Read3,[X]Dementia in Alzheimer's disease with late onset                                                                                                                                                                                                             ,PH963_2141
Dementia,X0030,Read3,[X]Dementia in Alzheimer's disease with late onset                                                                                                                                                                                                             ,PH963_2141
Dementia,X0030,Read3,[X]Dementia in Alzheimer's disease with late onset                                                                                                                                                                                                             ,PH963_2141
Dementia,X0030,Read3,[X]Dementia in Alzheimer's disease with late onset                                                                                                                                                                                                             ,PH963_2141
Dementia,X0030,Read3,[X]Dementia in Alzheimer's disease with late onset                                                                                                                                                                                                             ,PH963_2141
Dementia,Eu00.,Read3,[X]Dementia in Alzheimer's disease with late onset                                                                                                                                                                                                             ,PH963_2141
Dementia,X0030,Read3,[X]Dementia in Alzheimer's disease with late onset                                                                                                                                                                                                             ,PH963_2141
Dementia,X0030,Read3,[X]Dementia in Alzheimer's disease with late onset                                                                                                                                                                                                             ,PH963_2141
Dementia,X003R,Read3,[X]Vascular dementia of acute onset                                                                                                                                                                                                                            ,PH963_2141
Dementia,XE1Xs,Read3,Arteriosclerotic dementia                                                                                                                                                                                                                                      ,PH963_2141
Dementia,Xa0lH,Read3,Arteriosclerotic dementia                                                                                                                                                                                                                                      ,PH963_2141
Dementia,XaMG0,Read3,Dementia monitoring first letter                                                                                                                                                                                                                               ,PH963_2141
Dementia,X003T,Read3,[X]Subcortical vascular dementia                                                                                                                                                                                                                               ,PH963_2141
Dementia,XaLFp,Read3,Excepted from dementia quality indicators: Informed dissent                                                                                                                                                                                                    ,PH963_2141
Dementia,XaMGJ,Read3,Dementia monitoring verbal invite                                                                                                                                                                                                                              ,PH963_2141
Dementia,XaMJC,Read3,Dementia monitoring                                                                                                                                                                                                                                            ,PH963_2141
Dementia,XaaBZ,Read3,Dementia care plan                                                                                                                                                                                                                                             ,PH963_2141
Dementia,XE1Xs,Read3,[X]Vascular dementia                                                                                                                                                                                                                                           ,PH963_2141
Dementia,XE1Xs,Read3,[X]Vascular dementia                                                                                                                                                                                                                                           ,PH963_2141
Dementia,XE1Xs,Read3,[X]Vascular dementia                                                                                                                                                                                                                                           ,PH963_2141
Dementia,XaLFf,Read3,Exception reporting: dementia quality indicators                                                                                                                                                                                                               ,PH963_2141
Dementia,XaMGG,Read3,Dementia monitoring second letter                                                                                                                                                                                                                              ,PH963_2141
Dementia,XaMFy,Read3,Dementia monitoring administration                                                                                                                                                                                                                             ,PH963_2141
Dementia,XE1Xt,Read3,Other senile and presenile organic psychoses                                                                                                                                                                                                                   ,PH963_2141
Dementia,X00R0,Read3,Other senile and presenile organic psychoses                                                                                                                                                                                                                   ,PH963_2141
Dementia,XaLFo,Read3,Excepted from dementia quality indicators: Patient unsuitabl                                                                                                                                                                                                   ,PH963_2141
Dementia,X002x,Read3,[X]Dementia in Alzheimer's disease with early onset                                                                                                                                                                                                            ,PH963_2141
Dementia,X002x,Read3,[X]Dementia in Alzheimer's disease with early onset                                                                                                                                                                                                            ,PH963_2141
Dementia,X002x,Read3,[X]Dementia in Alzheimer's disease with early onset                                                                                                                                                                                                            ,PH963_2141
Dementia,X002x,Read3,[X]Dementia in Alzheimer's disease with early onset                                                                                                                                                                                                            ,PH963_2141
Dementia,X002x,Read3,[X]Dementia in Alzheimer's disease with early onset                                                                                                                                                                                                            ,PH963_2141
Dementia,X002x,Read3,[X]Dementia in Alzheimer's disease with early onset                                                                                                                                                                                                            ,PH963_2141
Dementia,X002x,Read3,[X]Dementia in Alzheimer's disease with early onset                                                                                                                                                                                                            ,PH963_2141
Dementia,XaIKB,Read3,Alzheimer's disease with early onset                                                                                                                                                                                                                           ,PH963_2141
Dementia,XE1Xr,Read3,Senile and presenile organic psychotic conditions                                                                                                                                                                                                              ,PH963_2141
Dementia,X00R2,Read3,Senile and presenile organic psychotic conditions                                                                                                                                                                                                              ,PH963_2141
Dementia,X002w,Read3,Senile and presenile organic psychotic conditions                                                                                                                                                                                                              ,PH963_2141
Dementia,XaIKC,Read3,Alzheimer's disease with late onset                                                                                                                                                                                                                            ,PH963_2141
Dementia,XaMGI,Read3,Dementia monitoring third letter                                                                                                                                                                                                                               ,PH963_2141
Dementia,Xa0lH,Read3,[X]Multi-infarct dementia                                                                                                                                                                                                                                      ,PH963_2141
Dementia,Xa0lH,Read3,[X]Multi-infarct dementia                                                                                                                                                                                                                                      ,PH963_2141
Dementia,Xa0lH,Read3,[X]Multi-infarct dementia                                                                                                                                                                                                                                      ,PH963_2141
Dementia,XE1Z6,Read3,[X] Unspecified dementia                                                                                                                                                                                                                                       ,PH963_2141
Dementia,XE1Z6,Read3,[X] Unspecified dementia                                                                                                                                                                                                                                       ,PH963_2141
Dementia,E00z.,Read3,[X] Unspecified dementia                                                                                                                                                                                                                                       ,PH963_2141
Dementia,E00z.,Read3,[X] Unspecified dementia                                                                                                                                                                                                                                       ,PH963_2141
Dementia,Xa1GB,Read3,[X] Unspecified dementia                                                                                                                                                                                                                                       ,PH963_2141
Dementia,X00R2,Read3,[X] Unspecified dementia                                                                                                                                                                                                                                       ,PH963_2141
Dementia,XE1Z6,Read3,[X] Unspecified dementia                                                                                                                                                                                                                                       ,PH963_2141
Dementia,E00z.,Read3,[X] Unspecified dementia                                                                                                                                                                                                                                       ,PH963_2141
Dementia,XE1Xr,Read3,[X] Unspecified dementia                                                                                                                                                                                                                                       ,PH963_2141
Dementia,XaMGF,Read3,Dementia annual review                                                                                                                                                                                                                                         ,PH963_2141
